id,name,year,rural_pop,urban_pop
23,Santa Cruz El Chol,2008,9644.0,0.0
24,Acatenango,2008,21190.0,0.0
25,Chimaltenango,2008,749.0,84973.0
26,Comalapa,2008,5378.0,25512.0
27,El Tejar,2008,382.0,14422.0
28,Parramos,2008,3331.0,7557.0
29,Patzún,2008,15898.0,33076.0
30,Patzicía,2008,30010.0,169.0
31,Pochuta,2008,12129.0,0.0
32,San Andrés Itzapa,2008,10725.0,12804.0
33,San José Poaquil,2008,34651.0,0.0
34,San Martín Jilotepeque,2008,64684.0,2772.0
35,Santa Apolonia,2008,9459.0,0.0
36,Santa Cruz Balanyá,2008,5727.0,0.0
37,Tecpán Guatemala,2008,75977.0,139.0
38,Yepocapa,2008,26684.0,0.0
39,Zaragoza,2008,16201.0,3508.0
40,Camotán,2008,39500.0,0.0
41,Chiquimula,2008,23129.0,68525.0
42,Concepción Las Minas,2008,13464.0,0.0
43,Esquipulas,2008,22551.0,27647.0
44,Ipala,2008,23247.0,0.0
45,Jocotán,2008,54937.0,0.0
46,Olopa,2008,21067.0,0.0
47,Quezaltepeque,2008,26074.0,0.0
48,San Jacinto,2008,12392.0,0.0
49,San José La Arada,2008,8608.0,0.0
50,San Juan Ermita,2008,13809.0,0.0
51,El Jícaro,2008,9847.0,0.0
52,Guastatoya,2008,12551.0,8017.0
53,Morazán,2008,12992.0,0.0
54,San Agustín Acasaguastlán,2008,41098.0,0.0
55,San Antonio La Paz,2008,17598.0,0.0
56,San Cristóbal Acasaguastlán,2008,9281.0,0.0
57,Sanarate,2008,38945.0,0.0
58,Sansare,2008,10691.0,0.0
59,Escuintla,2008,12852.0,123136.0
60,Guanagazapa,2008,20788.0,0.0
61,Iztapa,2008,-2147475957.0,-2147479326.0
62,La Democracia,2008,16350.0,0.0
63,La Gomera,2008,-6442394447.0,0.0
64,Masagua,2008,34697.0,879.0
65,Nueva Concepción,2008,-2147408881.0,0.0
66,Palín,2008,421.0,50779.0
67,San José,2008,18690.0,-2147442910.0
68,San Vicente Pacaya,2008,1369.0,13800.0
69,Santa Lucía Cotzumalguapa,2008,44191.0,59275.0
70,Siquinalá,2008,2216.0,13528.0
71,Tiquisate,2008,-2147442627.0,14705.0
72,Amatitlán,2008,644.0,94327.0
73,Chinautla,2008,7590.0,96146.0
74,Chuarrancho,2008,11374.0,0.0
75,Fraijanes,2008,7158.0,29755.0
76,Mixco,2008,0.0,461917.0
77,Palencia,2008,33132.0,11817.0
78,Petapa,2008,0.0,117714.0
79,San José del Golfo,2008,3969.0,0.0
80,San José Pinula,2008,20578.0,34118.0
81,San Juan Sacatepéquez,2008,43066.0,128085.0
82,San Pedro Ayampuc,2008,25395.0,22420.0
83,San Pedro Sacatepéquez,2008,216.0,29018.0
84,San Raymundo,2008,10504.0,11401.0
85,Santa Catarina Pinula,2008,0.0,61858.0
86,Villa Canales,2008,23475.0,65193.0
87,Villa Nueva,2008,0.0,433394.0
88,ZONA 10,2008,0.0,72342.0
89,ZONA 11,2008,0.0,99683.0
90,ZONA 12,2008,0.0,111470.0
91,ZONA 13,2008,0.0,24689.0
92,ZONA 14,2008,0.0,32498.0
93,ZONA 15,2008,0.0,112226.0
94,ZONA 16,2008,0.0,37823.0
95,ZONA 17,2008,0.0,46993.0
96,ZONA 18,2008,0.0,67710.0
97,ZONA 19,2008,0.0,10228.0
98,ZONA 1,2008,0.0,105304.0
99,ZONA 22,2008,0.0,37288.0
100,ZONA 24,2008,0.0,363.0
101,ZONA 25,2008,0.0,4790.0
102,ZONA 2,2008,0.0,34244.0
103,ZONA 3,2008,0.0,35344.0
104,ZONA 4,2008,0.0,10793.0
105,ZONA 5,2008,0.0,65584.0
106,ZONA 6,2008,0.0,53409.0
107,ZONA 7,2008,0.0,115755.0
108,ZONA 8,2008,0.0,18811.0
109,ZONA 9,2008,0.0,41481.0
110,Aguacatán,2008,43866.0,0.0
111,Chiantla,2008,67586.0,773.0
112,Colotenango,2008,14381.0,0.0
113,Concepción Huista,2008,40619.0,0.0
114,Cuilco,2008,80903.0,0.0
115,Huehuetenango,2008,27720.0,26969.0
116,Jacaltenango,2008,26282.0,0.0
117,La Democracia,2008,29201.0,0.0
118,La Libertad,2008,32629.0,0.0
119,Malacatancito,2008,6133.0,67458.0
120,Nentón,2008,28764.0,0.0
121,San Antonio Huista,2008,9349.0,0.0
122,San Gaspar Ixchil,2008,10061.0,0.0
123,San Ildefonso Ixtahuacán,2008,61508.0,0.0
124,San Juan Atitán,2008,5819.0,0.0
125,San Juan Ixcoy,2008,5549.0,20801.0
126,San Mateo Ixtatán,2008,15304.0,0.0
127,San Miguel Acatán,2008,26865.0,0.0
128,San Pedro Necta,2008,17488.0,0.0
129,San Rafael La Independencia,2008,17998.0,0.0
130,San Rafael Petzal,2008,8603.0,0.0
131,San Sebastián Coatán,2008,27850.0,0.0
132,San Sebastián Huehuetenango,2008,21443.0,0.0
133,Santa Ana Huista,2008,27289.0,0.0
134,Santa Bárbara,2008,29372.0,0.0
135,Santa Cruz Barillas,2008,91514.0,0.0
136,Santa Eulalia,2008,26335.0,0.0
137,Santiago Chimaltenango,2008,6398.0,0.0
138,Soloma,2008,13833.0,10928.0
139,Tectitán,2008,9559.0,0.0
140,Todos Santos Cuchumatán,2008,34267.0,0.0
141,El Estor,2008,57872.0,0.0
142,Livingston,2008,-6442422437.0,0.0
143,Los Amates,2008,61640.0,0.0
144,Morales,2008,59265.0,38204.0
145,NA,2008,-2147479965.0,0.0
146,Puerto Barrios,2008,-2147461305.0,66180.0
147,San Luis,2008,11787.0,0.0
148,Jalapa,2008,56077.0,63621.0
149,Mataquescuintla,2008,35993.0,0.0
150,Monjas,2008,26292.0,0.0
151,San Carlos Alzatate,2008,10747.0,0.0
152,San Luis Jilotepeque,2008,24326.0,0.0
153,San Manuel Chaparrón,2008,11459.0,0.0
154,San Pedro Pinula,2008,50837.0,67.0
155,Agua Blanca,2008,13026.0,0.0
156,Asunción Mita,2008,31021.0,16118.0
157,Atescatempa,2008,16156.0,0.0
158,Comapa,2008,25705.0,0.0
159,Conguaco,2008,18803.0,0.0
160,El Adelanto,2008,8540.0,0.0
161,El Progreso,2008,11119.0,12771.0
162,Jalpatagua,2008,26297.0,0.0
163,Jerez,2008,6580.0,13.0
164,Jutiapa,2008,77413.0,47671.0
165,Moyuta,2008,-8589892865.0,0.0
166,Pasaco,2008,-2147475397.0,0.0
167,Quezada,2008,20372.0,0.0
168,San José Acatempa,2008,16500.0,0.0
169,Santa Catarina Mita,2008,26458.0,0.0
170,Yupiltepeque,2008,13622.0,0.0
171,Zapotitlán,2008,10685.0,0.0
172,Dolores,2008,42378.0,0.0
173,Flores,2008,25919.0,35923.0
174,La Libertad,2008,78441.0,0.0
175,Melchor de Mencos,2008,22868.0,0.0
176,Poptún,2008,46288.0,0.0
177,San Andrés,2008,19281.0,86.0
178,San Benito,2008,964.0,6884.0
179,San Francisco,2008,5256.0,0.0
180,San José,2008,1541.0,8717.0
181,San Luis,2008,54967.0,0.0
182,Santa Ana,2008,6697.0,257.0
183,Sayaxché,2008,67665.0,0.0
184,Almolonga,2008,0.0,13906.0
185,Cabricán,2008,23345.0,0.0
186,Cajolá,2008,11252.0,5.0
187,Cantel,2008,6013.0,34464.0
188,Coatepeque,2008,62425.0,46757.0
189,Colomba,2008,41620.0,46.0
190,Concepción Chiquirichapa,2008,11901.0,0.0
191,El Palmar,2008,25122.0,0.0
192,Flores Costa Cuca,2008,21621.0,87.0
193,Génova,2008,35818.0,0.0
194,Huitán,2008,10508.0,0.0
195,La Esperanza,2008,0.0,18987.0
196,Olintepeque,2008,0.0,28619.0
197,Ostuncalco,2008,21750.0,33014.0
198,Palestina de Los Altos,2008,13800.0,0.0
199,Quetzaltenango,2008,4173.0,143103.0
200,Salcajá,2008,0.0,23231.0
201,San Carlos Sija,2008,33916.0,0.0
202,San Francisco La Unión,2008,6385.0,404.0
203,San Martín Sacatepéquez,2008,25612.0,0.0
204,San Mateo,2008,576.0,4526.0
205,San Miguel Sigüilá,2008,349.0,5682.0
206,Sibilia,2008,10530.0,0.0
207,Zunil,2008,16401.0,157.0
208,Canillá,2008,11152.0,0.0
209,Chajul,2008,40840.0,0.0
210,Chicaman,2008,29885.0,0.0
211,Chiché,2008,19807.0,3777.0
212,Chichicastenango,2008,120337.0,0.0
213,Chinique,2008,7900.0,0.0
214,Cunén,2008,28851.0,0.0
215,Ixcán,2008,49540.0,0.0
216,Joyabaj,2008,58118.0,0.0
217,Nebaj,2008,54981.0,0.0
218,Pachalúm,2008,10370.0,0.0
219,Patzité,2008,9671.0,2.0
220,Sacapulas,2008,41404.0,0.0
221,San Andrés Sajcabajá,2008,25180.0,0.0
222,San Antonio Ilotenango,2008,21812.0,14845.0
223,San Bartolomé Jocotenango,2008,9159.0,0.0
224,San Juan Cotzal,2008,28303.0,0.0
225,San Pedro Jocopilas,2008,24541.0,0.0
226,Santa Cruz del Quiché,2008,14857.0,40893.0
227,Uspantán,2008,53224.0,0.0
228,Zacualpa,2008,23320.0,0.0
229,Champerico,2008,-10737388332.0,0.0
230,El Asintal,2008,29900.0,0.0
231,Nuevo San Carlos,2008,22167.0,4587.0
232,Retalhuleu,2008,-10737380031.0,50380.0
233,San Andrés Villa Seca,2008,-2147427205.0,1466.0
234,San Felipe,2008,11782.0,9128.0
235,San Martín Zapotitlán,2008,40.0,9378.0
236,San Sebastián,2008,0.0,26425.0
237,Santa Cruz Muluá,2008,8573.0,3333.0
238,Alotenango,2008,11562.0,7956.0
239,Antigua Guatemala,2008,97.0,48941.0
240,Ciudad Vieja,2008,169.0,28168.0
241,Jocotenango,2008,0.0,20244.0
242,Magdalena Milpas Altas,2008,18.0,11915.0
243,Pastores,2008,288.0,14846.0
244,San Antonio Aguas Calientes,2008,0.0,10160.0
245,San Bartolomé Milpas Altas,2008,0.0,8672.0
246,San Lucas Sacatepéquez,2008,0.0,23004.0
247,San Miguel Dueñas,2008,3432.0,7373.0
248,Santa Catarina Barahona,2008,679.0,2612.0
249,Santa Lucía Milpas Altas,2008,0.0,13401.0
250,Santa María de Jesús,2008,13716.0,1789.0
251,Santiago Sacatepéquez,2008,0.0,24987.0
252,Santo Domingo Xenacoj,2008,988.0,10557.0
253,Sumpango,2008,1022.0,31461.0
254,Ayutla,2008,9309.0,22630.0
255,Catarina,2008,27620.0,530.0
256,Comitancillo,2008,53346.0,0.0
257,Concepción Tutuapa,2008,58083.0,0.0
258,El Quetzal,2008,19572.0,1791.0
259,El Rodeo,2008,14544.0,0.0
260,El Tumbador,2008,33834.0,0.0
261,Esquipulas Palo Gordo,2008,9009.0,0.0
262,Ixchiguan,2008,26224.0,0.0
263,La Reforma,2008,16725.0,64.0
264,Malacatán,2008,42797.0,41710.0
265,Nuevo Progreso,2008,27944.0,0.0
266,Ocos,2008,30624.0,2239.0
267,Pajapita,2008,17483.0,3395.0
268,Río Blanco,2008,5504.0,0.0
269,San Antonio Sacatepéquez,2008,14426.0,529.0
270,San Cristobal Cucho,2008,15354.0,0.0
271,San José Ojetenam,2008,20411.0,0.0
272,San Lorenzo,2008,15254.0,26.0
273,San Marcos,2008,17646.0,25307.0
274,San Miguel Ixtahuacán,2008,36344.0,0.0
275,San Pablo,2008,39571.0,825.0
276,San Pedro Sacatepéquez,2008,10670.0,54793.0
277,San Rafaél Pie de la Cuesta,2008,21488.0,0.0
278,San Sibinal,2008,14064.0,0.0
279,Sipacapa,2008,15789.0,0.0
280,Tacaná,2008,71810.0,0.0
281,Tajumulco,2008,46313.0,0.0
282,Tejutla,2008,31996.0,0.0
283,Barberena,2008,15852.0,25943.0
284,Casillas,2008,24757.0,0.0
285,Chiquimulilla,2008,-15032333877.0,0.0
286,Cuilapa,2008,12821.0,15144.0
287,Guazacapán,2008,14562.0,0.0
288,Nueva Santa Rosa,2008,31832.0,0.0
289,Oratorio,2008,25661.0,0.0
290,Pueblo Nuevo Viñas,2008,20577.0,0.0
291,San Juan Tecuaco,2008,9529.0,0.0
292,San Rafaél Las Flores,2008,11304.0,0.0
293,Santa Cruz Naranjo,2008,13440.0,0.0
294,Santa María Ixhuatán,2008,27995.0,0.0
295,Santa Rosa de Lima,2008,19983.0,0.0
296,Taxisco,2008,-12884877568.0,0.0
297,Concepción,2008,3961.0,390.0
298,Nahualá,2008,57778.0,422.0
299,NA,2008,972.0,2086.0
300,Panajachel,2008,0.0,9713.0
301,San Andrés Semetabaj,2008,5816.0,3278.0
302,San Antonio Palopó,2008,12297.0,0.0
303,San José Chacayá,2008,2793.0,11.0
304,San Juan La Laguna,2008,13273.0,0.0
305,San Lucas Tolimán,2008,24688.0,0.0
306,San Marcos La Laguna,2008,220.0,0.0
307,San Pablo La Laguna,2008,3896.0,0.0
308,San Pedro La Laguna,2008,6155.0,0.0
309,Santa Catarina Ixtahuacan,2008,48112.0,292.0
310,Santa Catarina Palopó,2008,4602.0,71.0
311,Santa Clara La Laguna,2008,12385.0,0.0
312,Santa Cruz La Laguna,2008,2034.0,3088.0
313,Santa Lucía Utatlán,2008,21003.0,0.0
314,Santa María Visitación,2008,2718.0,0.0
315,Santiago Atitlán,2008,37015.0,0.0
316,Sololá,2008,20770.0,56909.0
317,Chicacao,2008,51175.0,21.0
318,Cuyotenango,2008,19963.0,4467.0
319,Mazatenango,2008,986.0,65747.0
320,Patulul,2008,22574.0,0.0
321,Pueblo Nuevo,2008,5499.0,0.0
322,Río Bravo,2008,18617.0,0.0
323,Samayac,2008,17990.0,14875.0
324,San Antonio Suchitepéquez,2008,42235.0,0.0
325,San Bernardino,2008,8072.0,6733.0
326,San Francisco Zapotitlán,2008,3118.0,54.0
327,San Gabriel,2008,315.0,6786.0
328,San José El Idolo,2008,7493.0,0.0
329,San Juan Bautista,2008,7499.0,0.0
330,San Lorenzo,2008,-6442439553.0,0.0
331,San Miguel Panán,2008,4632.0,0.0
332,San Pablo Jocopilas,2008,7557.0,12083.0
333,Santa Bárbara,2008,20030.0,0.0
334,Santo Domingo Suchitepequez,2008,-2147439351.0,17.0
335,Santo Tomás La Unión,2008,9360.0,0.0
336,Zunilito,2008,12215.0,0.0
337,Momostenango,2008,101629.0,68.0
338,San Andrés Xecul,2008,753.0,26954.0
339,San Bartolo,2008,10114.0,0.0
340,San Cristóbal Totonicapán,2008,2491.0,27836.0
341,San Francisco El Alto,2008,30700.0,21754.0
342,Santa Lucía La Reforma,2008,13521.0,0.0
343,Santa María Chiquimula,2008,38788.0,19.0
344,Totonicapán,2008,30344.0,81932.0
345,Cabañas,2008,13356.0,0.0
346,Estanzuela,2008,5243.0,10214.0
347,Gualán,2008,50823.0,0.0
348,Huité,2008,10844.0,0.0
349,La Unión,2008,26477.0,0.0
350,Río Hondo,2008,17703.0,1444.0
351,San Diego,2008,6704.0,0.0
352,Teculután,2008,17735.0,0.0
353,Usumatlán,2008,10498.0,0.0
354,Zacapa,2008,17729.0,47273.0
1,Chahal,2009,16464.0,0.0
2,Chisec,2009,88967.0,0.0
3,Cobán,2009,72497.0,81470.0
4,Fray Bartolomé de las Casas,2009,52337.0,0.0
5,Lanquín,2009,27491.0,0.0
6,Panzós,2009,85683.0,0.0
7,San Cristóbal Verapaz,2009,52831.0,0.0
8,San Juan Chamelco,2009,56551.0,0.0
9,San Pedro Carchá,2009,137438.0,25263.0
10,Santa Cruz Verapaz,2009,29072.0,0.0
11,Santa María Cahabón,2009,41101.0,0.0
12,Senahú,2009,67604.0,0.0
13,Tactic,2009,29364.0,0.0
14,Tamahú,2009,10813.0,0.0
15,Tucurú,2009,32736.0,0.0
16,Cubulco,2009,49809.0,0.0
17,Granados,2009,14012.0,0.0
18,Purulhá,2009,42471.0,0.0
19,Rabinal,2009,37230.0,0.0
20,Salamá,2009,23342.0,31809.0
21,San Jerónimo,2009,20351.0,0.0
22,San Miguel Chicaj,2009,27106.0,0.0
23,Santa Cruz El Chol,2009,9842.0,0.0
24,Acatenango,2009,21635.0,0.0
25,Chimaltenango,2009,764.0,86772.0
26,Comalapa,2009,5485.0,26053.0
27,El Tejar,2009,390.0,14730.0
28,Parramos,2009,3399.0,7720.0
29,Patzún,2009,16235.0,33774.0
30,Patzicía,2009,30642.0,174.0
31,Pochuta,2009,12385.0,0.0
32,San Andrés Itzapa,2009,10952.0,13074.0
33,San José Poaquil,2009,35380.0,0.0
34,San Martín Jilotepeque,2009,66058.0,2830.0
35,Santa Apolonia,2009,9656.0,0.0
36,Santa Cruz Balanyá,2009,5849.0,0.0
37,Tecpán Guatemala,2009,77596.0,142.0
38,Yepocapa,2009,27241.0,0.0
39,Zaragoza,2009,16538.0,3583.0
40,Camotán,2009,40350.0,0.0
41,Chiquimula,2009,23615.0,69977.0
42,Concepción Las Minas,2009,13747.0,0.0
43,Esquipulas,2009,23039.0,28235.0
44,Ipala,2009,23738.0,0.0
45,Jocotán,2009,56090.0,0.0
46,Olopa,2009,21508.0,0.0
47,Quezaltepeque,2009,26627.0,0.0
48,San Jacinto,2009,12652.0,0.0
49,San José La Arada,2009,8781.0,0.0
50,San Juan Ermita,2009,14105.0,0.0
51,El Jícaro,2009,10058.0,0.0
52,Guastatoya,2009,12815.0,8190.0
53,Morazán,2009,13265.0,0.0
54,San Agustín Acasaguastlán,2009,41971.0,0.0
55,San Antonio La Paz,2009,17971.0,0.0
56,San Cristóbal Acasaguastlán,2009,9477.0,0.0
57,Sanarate,2009,39765.0,0.0
58,Sansare,2009,10916.0,0.0
59,Escuintla,2009,13732.0,124933.0
60,Guanagazapa,2009,21322.0,0.0
61,Iztapa,2009,-2147475782.0,-2147479237.0
62,La Democracia,2009,16698.0,0.0
63,La Gomera,2009,-6442393262.0,0.0
64,Masagua,2009,36383.0,598.0
65,Nueva Concepción,2009,-2147407300.0,0.0
66,Palín,2009,430.0,51744.0
67,San José,2009,17921.0,-2147442548.0
68,San Vicente Pacaya,2009,1400.0,14094.0
69,Santa Lucía Cotzumalguapa,2009,45124.0,60530.0
70,Siquinalá,2009,2267.0,13820.0
71,Tiquisate,2009,-2147441765.0,15022.0
72,Amatitlán,2009,661.0,96344.0
73,Chinautla,2009,7864.0,97392.0
74,Chuarrancho,2009,11617.0,0.0
75,Fraijanes,2009,7308.0,30382.0
76,Mixco,2009,0.0,471699.0
77,Palencia,2009,33831.0,12061.0
78,Petapa,2009,0.0,120197.0
79,San José del Golfo,2009,4056.0,0.0
80,San José Pinula,2009,21008.0,34845.0
81,San Juan Sacatepéquez,2009,46603.0,127558.0
82,San Pedro Ayampuc,2009,25932.0,22890.0
83,San Pedro Sacatepéquez,2009,230.0,29969.0
84,San Raymundo,2009,10813.0,11640.0
85,Santa Catarina Pinula,2009,0.0,63162.0
86,Villa Canales,2009,23971.0,66569.0
87,Villa Nueva,2009,0.0,442079.0
88,ZONA 10,2009,0.0,73869.0
89,ZONA 11,2009,0.0,101788.0
90,ZONA 12,2009,0.0,114095.0
91,ZONA 13,2009,0.0,25211.0
92,ZONA 14,2009,0.0,33183.0
93,ZONA 15,2009,0.0,114593.0
94,ZONA 16,2009,0.0,38617.0
95,ZONA 17,2009,0.0,47983.0
96,ZONA 18,2009,0.0,69324.0
97,ZONA 19,2009,0.0,10444.0
98,ZONA 1,2009,0.0,107526.0
99,ZONA 22,2009,0.0,38076.0
100,ZONA 24,2009,0.0,370.0
101,ZONA 25,2009,0.0,4891.0
102,ZONA 2,2009,0.0,35364.0
103,ZONA 3,2009,0.0,36090.0
104,ZONA 4,2009,0.0,11021.0
105,ZONA 5,2009,0.0,66966.0
106,ZONA 6,2009,0.0,54540.0
107,ZONA 7,2009,0.0,118259.0
108,ZONA 8,2009,0.0,19208.0
109,ZONA 9,2009,0.0,42355.0
110,Aguacatán,2009,44788.0,0.0
111,Chiantla,2009,68996.0,791.0
112,Colotenango,2009,14688.0,0.0
113,Concepción Huista,2009,41571.0,0.0
114,Cuilco,2009,82574.0,0.0
115,Huehuetenango,2009,28314.0,27532.0
116,Jacaltenango,2009,27129.0,0.0
117,La Democracia,2009,26544.0,0.0
118,La Libertad,2009,33166.0,0.0
119,Malacatancito,2009,6254.0,68890.0
120,Nentón,2009,29393.0,0.0
121,San Antonio Huista,2009,9805.0,0.0
122,San Gaspar Ixchil,2009,10274.0,0.0
123,San Ildefonso Ixtahuacán,2009,64073.0,0.0
124,San Juan Atitán,2009,5941.0,0.0
125,San Juan Ixcoy,2009,6778.0,21257.0
126,San Mateo Ixtatán,2009,15793.0,0.0
127,San Miguel Acatán,2009,26942.0,0.0
128,San Pedro Necta,2009,19809.0,0.0
129,San Rafael La Independencia,2009,20625.0,0.0
130,San Rafael Petzal,2009,8793.0,0.0
131,San Sebastián Coatán,2009,27494.0,0.0
132,San Sebastián Huehuetenango,2009,21890.0,0.0
133,Santa Ana Huista,2009,27854.0,0.0
134,Santa Bárbara,2009,29988.0,0.0
135,Santa Cruz Barillas,2009,93417.0,0.0
136,Santa Eulalia,2009,25503.0,0.0
137,Santiago Chimaltenango,2009,6529.0,0.0
138,Soloma,2009,12791.0,11430.0
139,Tectitán,2009,9765.0,0.0
140,Todos Santos Cuchumatán,2009,34916.0,0.0
141,El Estor,2009,59091.0,0.0
142,Livingston,2009,-6442421856.0,0.0
143,Los Amates,2009,62938.0,0.0
144,Morales,2009,60506.0,39015.0
145,NA,2009,-2147479886.0,0.0
146,Puerto Barrios,2009,-2147460824.0,67571.0
147,San Luis,2009,12063.0,0.0
148,Jalapa,2009,57245.0,64981.0
149,Mataquescuintla,2009,36758.0,0.0
150,Monjas,2009,26843.0,0.0
151,San Carlos Alzatate,2009,10975.0,0.0
152,San Luis Jilotepeque,2009,24844.0,0.0
153,San Manuel Chaparrón,2009,11706.0,0.0
154,San Pedro Pinula,2009,51894.0,68.0
155,Agua Blanca,2009,13296.0,0.0
156,Asunción Mita,2009,31692.0,16463.0
157,Atescatempa,2009,16508.0,0.0
158,Comapa,2009,26246.0,0.0
159,Conguaco,2009,19197.0,0.0
160,El Adelanto,2009,8718.0,0.0
161,El Progreso,2009,11363.0,13041.0
162,Jalpatagua,2009,26862.0,0.0
163,Jerez,2009,6459.0,13.0
164,Jutiapa,2009,79048.0,48668.0
165,Moyuta,2009,-8589891988.0,0.0
166,Pasaco,2009,-2147475229.0,0.0
167,Quezada,2009,20800.0,0.0
168,San José Acatempa,2009,16857.0,0.0
169,Santa Catarina Mita,2009,27015.0,0.0
170,Yupiltepeque,2009,13902.0,0.0
171,Zapotitlán,2009,10907.0,0.0
172,Dolores,2009,43274.0,0.0
173,Flores,2009,26472.0,36683.0
174,La Libertad,2009,80096.0,0.0
175,Melchor de Mencos,2009,23347.0,0.0
176,Poptún,2009,47266.0,0.0
177,San Andrés,2009,19690.0,85.0
178,San Benito,2009,986.0,7029.0
179,San Francisco,2009,5374.0,0.0
180,San José,2009,1571.0,8892.0
181,San Luis,2009,56103.0,0.0
182,Santa Ana,2009,6820.0,262.0
183,Sayaxché,2009,69097.0,0.0
184,Almolonga,2009,0.0,14199.0
185,Cabricán,2009,23836.0,0.0
186,Cajolá,2009,11487.0,5.0
187,Cantel,2009,6141.0,35188.0
188,Coatepeque,2009,63769.0,47745.0
189,Colomba,2009,42493.0,48.0
190,Concepción Chiquirichapa,2009,12149.0,0.0
191,El Palmar,2009,25653.0,0.0
192,Flores Costa Cuca,2009,22021.0,94.0
193,Génova,2009,36598.0,0.0
194,Huitán,2009,10733.0,0.0
195,La Esperanza,2009,0.0,19389.0
196,Olintepeque,2009,0.0,29225.0
197,Ostuncalco,2009,22209.0,33705.0
198,Palestina de Los Altos,2009,14089.0,0.0
199,Quetzaltenango,2009,4264.0,146119.0
200,Salcajá,2009,0.0,23722.0
201,San Carlos Sija,2009,34628.0,0.0
202,San Francisco La Unión,2009,6520.0,413.0
203,San Martín Sacatepéquez,2009,26162.0,0.0
204,San Mateo,2009,589.0,4622.0
205,San Miguel Sigüilá,2009,356.0,5805.0
206,Sibilia,2009,10755.0,0.0
207,Zunil,2009,16748.0,159.0
208,Canillá,2009,11381.0,0.0
209,Chajul,2009,41702.0,0.0
210,Chicaman,2009,30507.0,0.0
211,Chiché,2009,20286.0,3857.0
212,Chichicastenango,2009,122718.0,0.0
213,Chinique,2009,8070.0,0.0
214,Cunén,2009,29502.0,0.0
215,Ixcán,2009,50591.0,0.0
216,Joyabaj,2009,59348.0,0.0
217,Nebaj,2009,56160.0,0.0
218,Pachalúm,2009,10591.0,0.0
219,Patzité,2009,9880.0,3.0
220,Sacapulas,2009,42277.0,0.0
221,San Andrés Sajcabajá,2009,25713.0,0.0
222,San Antonio Ilotenango,2009,22270.0,15159.0
223,San Bartolomé Jocotenango,2009,9356.0,0.0
224,San Juan Cotzal,2009,28842.0,0.0
225,San Pedro Jocopilas,2009,25053.0,0.0
226,Santa Cruz del Quiché,2009,15172.0,41760.0
227,Uspantán,2009,54367.0,0.0
228,Zacualpa,2009,23812.0,0.0
229,Champerico,2009,-10737387708.0,0.0
230,El Asintal,2009,30527.0,0.0
231,Nuevo San Carlos,2009,22638.0,4681.0
232,Retalhuleu,2009,-10737378896.0,51105.0
233,San Andrés Villa Seca,2009,-2147425668.0,1495.0
234,San Felipe,2009,12033.0,9318.0
235,San Martín Zapotitlán,2009,41.0,9579.0
236,San Sebastián,2009,0.0,26970.0
237,Santa Cruz Muluá,2009,8752.0,3403.0
238,Alotenango,2009,11805.0,8124.0
239,Antigua Guatemala,2009,100.0,49974.0
240,Ciudad Vieja,2009,174.0,28767.0
241,Jocotenango,2009,0.0,20676.0
242,Magdalena Milpas Altas,2009,18.0,12204.0
243,Pastores,2009,295.0,15147.0
244,San Antonio Aguas Calientes,2009,0.0,10373.0
245,San Bartolomé Milpas Altas,2009,0.0,8854.0
246,San Lucas Sacatepéquez,2009,0.0,23491.0
247,San Miguel Dueñas,2009,3501.0,7528.0
248,Santa Catarina Barahona,2009,694.0,2667.0
249,Santa Lucía Milpas Altas,2009,0.0,13718.0
250,Santa María de Jesús,2009,15119.0,893.0
251,Santiago Sacatepéquez,2009,0.0,25509.0
252,Santo Domingo Xenacoj,2009,1011.0,10934.0
253,Sumpango,2009,1052.0,32131.0
254,Ayutla,2009,9495.0,23107.0
255,Catarina,2009,28209.0,540.0
256,Comitancillo,2009,54475.0,0.0
257,Concepción Tutuapa,2009,59307.0,0.0
258,El Quetzal,2009,19986.0,1826.0
259,El Rodeo,2009,14850.0,0.0
260,El Tumbador,2009,34551.0,0.0
261,Esquipulas Palo Gordo,2009,9203.0,0.0
262,Ixchiguan,2009,26785.0,0.0
263,La Reforma,2009,17075.0,65.0
264,Malacatán,2009,43700.0,42587.0
265,Nuevo Progreso,2009,28536.0,0.0
266,Ocos,2009,31286.0,2310.0
267,Pajapita,2009,17848.0,3467.0
268,Río Blanco,2009,5618.0,0.0
269,San Antonio Sacatepéquez,2009,14732.0,540.0
270,San Cristobal Cucho,2009,15679.0,0.0
271,San José Ojetenam,2009,20839.0,0.0
272,San Lorenzo,2009,15575.0,26.0
273,San Marcos,2009,18022.0,25841.0
274,San Miguel Ixtahuacán,2009,37108.0,0.0
275,San Pablo,2009,40408.0,843.0
276,San Pedro Sacatepéquez,2009,10891.0,55950.0
277,San Rafaél Pie de la Cuesta,2009,21937.0,0.0
278,San Sibinal,2009,14362.0,0.0
279,Sipacapa,2009,16125.0,0.0
280,Tacaná,2009,73319.0,0.0
281,Tajumulco,2009,47291.0,0.0
282,Tejutla,2009,32671.0,0.0
283,Barberena,2009,16160.0,26493.0
284,Casillas,2009,24920.0,0.0
285,Chiquimulilla,2009,-15032332793.0,0.0
286,Cuilapa,2009,13108.0,15462.0
287,Guazacapán,2009,14873.0,0.0
288,Nueva Santa Rosa,2009,32946.0,0.0
289,Oratorio,2009,26212.0,0.0
290,Pueblo Nuevo Viñas,2009,21008.0,0.0
